,sender,message
3359,naor,So obviously you are a child
3360,naor,Shut up at the end of her mouth
3361,naor,Yes
3362,naor,We are in channels
3363,naor,do not know what it is
3364,naor,Do not touch it
3365,naor,You have entered details
3366,naor,Buckleps
3367,naor,Well that's it
3368,naor,Because
3369,naor,Yes
3370,naor,Koren will ask Shlomi's email
3371,naor,"I do not know, brother"
3372,naor,Where you
3373,naor,I have no idea what I'm doing
3374,naor,I am ill with Lilac
3375,naor,But there's a party
3376,naor,Very
3377,naor,Blessiano was going there
3378,naor,If you want free
3379,naor,MAD
3380,naor,Great
3381,naor,That was my line
3382,naor,Do not know
3383,naor,Where is it you know
3384,naor,Maybe I know the club itself
3385,naor,Maybe Bee
3386,naor,At the station compound
3387,naor,"Today, they did not move"
3388,naor,Tomorrow is a forceful application
3389,naor,In the second I'm not here to ally with Amsalem Bar
3390,naor,"Yes, too"
3391,naor,Shorten
3392,naor,Where are you going to tell me?
3393,naor,Beauty
3394,naor,proud of you
3395,naor,We bought a better computer
3396,naor,Ram is bigger
3397,naor,No
3398,naor,video omitted
3399,naor,no why
3400,naor,I do not think Elle can have a birthday party for her friend
3401,naor,Lol Cool
3402,naor,You want Agadir in an hour
3403,naor,I'm at the gym now
3404,naor,I'm done now lol
3405,naor,I'll be back there again lol
3406,naor,Then another day
3407,naor,Third or third
3408,naor,Let 's come upstairs
3409,naor,To the end
3410,naor,Get out and come from the outside
3411,naor,A floor canal will enter from above
3412,naor,Hahaha
3413,naor,We want to sit here somewhere
3414,naor,You have nothing
3415,naor,We are also in the same situation lol
3416,naor,Lilac with her girlfriends I see here with friends
3417,naor,You are welcome brother
3418,naor,I know
3419,naor,I'll be out in a few minutes
3420,naor,Yes
3421,naor,Dear friend Mazal Tovov Until I can not believe I've known you for years and are finishing the degree together
3422,naor,When is Hansis today?
3423,naor,Great
3424,naor,Are you there
3425,naor,A few minutes comes
3426,naor,Do not let my brother leave you
3427,naor,Great
