sender,message
ohad, כי יש לי גם לקחת אוטובוס
ohad, מה אתה גנוב אתה תגיע הביתה ב3
ohad, קח את של 13
ohad, יש לי ב13
ohad, סבבה
ohad, תצא ב1 אתה תספיק לא?
ohad, נו בחייאת
ohad, תגיד מה עושים עם הסדנא
ohad, צריך למצוא עוד שני אנשים
ohad, גם אני
ohad, בתחנה
ohad, מפחיד
ohad, אי אפשר להיכשל בחרא הזה
ohad, מחרטטים ואחרי זה מערערים
ohad, כן שיטות זה הכי מתח
ohad, יעני ברגע ששיטות חוזר אז נגמר הסמסטר
ohad, אהה נכון
ohad, תחשוב על אנשים שיהיו איתנו בסדנא
ohad, אני לא מכיר אף אחד בתואר הזה
ohad, בינתיים תפסתי לנו מקום בקבוצה 12
ohad, סבבה
ohad, הוא לא רשום בדף הזה
ohad, חחחחחחח
ohad, שינו את הנוסחא
ohad, לי העלו בעוד נקודה
ohad, בגילון
ohad, בן זונה הוא לא קיבל על הרגיסטרים
ohad, העיקר חיטרון קיבל שטויות
ohad, 2 דקות
ohad, תגיד סגרו את העלייה הרגילה?
ohad, יעני ממול לתחנה
ohad, בטעות
ohad, אל תחזור אליי
ohad, אני שונא שחוזרים אליי
ohad, דפקת בתספורת ב40 שקל
ohad, 50 גג
ohad, אצל הילד שמספר את אח שלל
ohad, ל
ohad, ך
ohad, עם מה
ohad, אמרת שאתה לא רוצה להיפגש בערב
ohad, מתי אתה חוזר מנתניה
ohad, שיהיו רכבות כנראה
ohad, אני לא יכול לתקוע את ההורים שלי
ohad, בלי אוטו
ohad, 7
ohad, או שאתה רוצה אחרי הסיבוב של מוצאש
ohad, דבר ראשון קמתי עכשיו
ohad, דבר שני סבתא בישלה חמין
ohad, 7 ו3
ohad," שאלה. נגיד עכשיו שאני צריך ליצור בוליאן חדש בזמן ריצה, אז אני לא עושה מייק סוב בול פשוט לוקח מהטבלת קבועים?"
ohad, איזה בלאגן
ohad, עכשיו לשנות בהכל
ohad, בפונקציות
ohad, שצריך
ohad, נו מה ואם עכשיו אני יוצר בזמן ריצה sob-int אז אני צריך לחפש אותו בטבלה?
ohad, יעני ואם הוא לא קיים אז לבנות אותו
ohad, חח לא יודע
ohad, בטח היא הלכה על הדרך הקלה
ohad, תשאל על הבוליאן גם
ohad, אהה זה בקבוצה ל
ohad, לא ראיתי
ohad, אבל יעני אתה יודע איפה היא
ohad, אז אתה אומר שהיא לא מעניינת
ohad, אז אני אשאיר גם את הבוליאן
ohad, כאילו שיבנה בזמן ריצה
ohad, טוב אז נשאר איזה 15 פונקציות
ohad, ותיקונים של הבאגם
ohad, ים
ohad, אני אוהב את האוקיי החדש
ohad, אף פעם לא היית אומר אוקי
ohad, חחחחחחח
ohad, איך חוזרים עוד שבוע לבלאגן
ohad, 21 אני אצלך
ohad, אני בא באוטובוס
ohad, נחתתי
ohad, תתכונן
ohad, פתח
ohad, תיקנת?
ohad, טוב
ohad, הגשתע
ohad, י
ohad, אוטובוס לשלום
ohad, מה אתה אומר על 8 וחצי?
ohad, חלאס אל תיפול בפח הזה
ohad, אנחנו נגיע שעה לפני כולם
ohad, זה לקום ב6
ohad, חלאס
ohad, אני מברר
ohad, עם בן אדם אמין
ohad, <‎image omitted>
ohad, אז 8 וחצי?
ohad, גדול אתה
ohad, עכשיו אני יכול לראות פולמון בראש שקט
ohad, 8וחצי
ohad, אל תשכחו אותי
ohad, <‎image omitted>
ohad, מנת גורמנ
ohad, ה
ohad, פיצה עם שיפקה
ohad, ונגיעות גבינה מגורדת
ohad, כל זה נכנס למיקרו
ohad, ושלום על ישראל
ohad, 100 בקומפיילר
ohad, כן
ohad, הזינו ציונים בתקשורת
ohad, אבל החלון סגור ימח שמם
ohad, יום שני
ohad, לא
ohad, אתמול היה האחרון
ohad, וזהו תקופת שינויים
ohad, נרשמת בסוף לעיצוב?
ohad, אני בהרצאה של תקשורת
ohad, כן
ohad, חוץ מאלגוריתמים
ohad, מה זה איך
ohad, כאילו איזה סיכום?
ohad, לי יש של חיפי
ohad, הוא מלא תמונוץ לא קשורות אבל הוא תואם למה שמיכל שמש מעבירה
ohad, שנייה אשאל את רינת על איזה סיכום היא ממליצה
ohad, סבבה היא שכחה במה היא השתמשה
ohad, ??
ohad, אוקיי
ohad, ללכת להדפיס?
ohad, תייג אותי
ohad, אני יוצא מפה רק ב18
ohad, סטטיסטיקה
ohad, איזה מילה מגעילה באלוהים
ohad, תייג אותי בסיכום בפייסבוק
ohad, יש שם כמה
ohad, <‎image omitted>
ohad, פתח לי
ohad, !!
ohad, מעניין?
ohad, אחלה
ohad, אני בדרך
ohad, לא חושב שיש כרטיסים
ohad, עטו על הדוכן
ohad, צריך לחפש כרטיסים בפייסבוק
ohad, אני עיייייף
ohad, לא מאוחר
ohad, 2 וחצי
ohad, נדבר בהפסקה
ohad, ביי
ohad, לא מצליח להתחבר ולהישאר בדף של הקבוצה
ohad, כל פעם מחזיר אותי להתחלה
ohad, של bgu?
ohad, אני מוצא את הדף הזה
ohad, אני לא מצליח לשלוח
ohad, אני מתחבר וכל פעם זה מחזיר אותי לדף הזה
ohad, <‎image omitted>
ohad, כן
ohad, ואז הוא אומר לי שאני לא מחובר
ohad, קיצור תחבר אותי
ohad, ohadda
ohad, 1691996
ohad, תביא לי את החוברת בסטטיסטיקה יום ראשון
ohad, טוב
ohad, כן
ohad, הלכתם לאלגו?
ohad, למי אתם הולכים ביימל או שמש?
ohad, אוקיי
ohad, תגיד איך ביימל הזה?
ohad, שווה להגיע או שעדיף לדפוק שנץ עד 4
ohad, יש מקום?
ohad, כולם אצל שמש אהה
ohad, היא הביאה ביטחון
ohad, אין
ohad, זה ידוע
ohad, שבוע הבא נראה לי
ohad, תסתכל באתר רשום שם הכל
ohad, וואלה בודק
ohad, לא
ohad, כן
ohad, הוא יותר חלש מהS
ohad, וזול ביותר מחצי מחיר
ohad, אתם באים?
ohad, בטח מת במיטה
ohad, שלא חחחח
ohad, קרנבל
ohad, איזה מזדיין האבי הזה
ohad, את כל המערכת שלי סדרתי סביב התרגול איתו מה פתאום הוא מתחיל להזיז
ohad, אוקיי
ohad, מה סגרתם?
ohad, רק שלא יחשוב שהפרצופים שהוא עושה אומרים שיש סיכוי שתשנה את דעתך
ohad, כי זה כבר נהיה המשחק שלו
ohad, אני רגוע
ohad, אבל אני רוצה שיחפש שותף טוב מעכשיו שלא ידפק
ohad, יאיר גנון חיפש בשביל מישהו
ohad, גל בר און אולי מחפש
ohad, אולי השיעורים שעשית לו שיפרו אותו בC
ohad, קיצר תעשה מקום במיטה הלילה
ohad, אין לי מה לעשות
ohad, בן שרמוטה
ohad, כן
ohad, אני בשדרה
ohad, של הבית שלך
ohad, עושה trx
ohad, ציונים בקומפי עזוב את זה
ohad, רגע לויקה?????
ohad, היא לא יהודייה בכלל
ohad, יש מצב היא כבר סיימה את הגיור?
ohad, שמע יש מצב הוא הסתובב עם כיפה בשביל הגיור שלה
ohad, שיא חדש?
ohad, זהו
ohad, דבר עם אלי שישמור לך את הכסא לידו
ohad, 94
ohad, נקודה יותר ממה שציפיתי
ohad, נאור תנסה  להוריד מהגיט את הקובץ וורד שהעלתי
ohad, Maintainleagues
ohad, אני לא מבין למה הוא לא מעדכן את הזין הזה
ohad, כן
ohad, הוא מראה קבצים שהוספתי אבל הוא לא מראה את החרא הזה
ohad, או מחקתי
ohad, כאילו לא מעדכן את התוכן
ohad, נגיד את הגלוסרי הוא מצליח לעדכן אבל את הקובץ שלי לא
ohad, צריך להיות בקובץ סיקוונס
ohad, רד למטה
ohad, יש ציור?
ohad, בסדר רק הכותרת
ohad, שאני מוריד מהאתר הוא לא משנה את זה
ohad, לא יודע למה
ohad, אין אני מהמחשב בבית
ohad, הורדתי משהו של גיטאב
ohad, Draw.io
ohad, תעשה pull
ohad, תראה אם זה השתנה
ohad, שינית את הגלוסרי?
ohad, אש
ohad, נראה לי נפלתי על הכי זין
ohad, בדוגמה?
ohad, נראה כאילו הוא סתם חילק את זה איך שבא לו
ohad, שניהם יכולים להיות sad
ohad, מה הקשר לצפות חחח
ohad, זה לא יעני לשחק מחדש?
ohad, לא יודע
ohad, שלך עייפים?
ohad, איך עושים usecase לשני אצלי
ohad, מה זה החרא הזה
ohad, מה זה replays?
ohad, אהה יש דבר כזה למעלה
ohad, הוא כתב על ריפליי משהו
ohad, כן יעני לשמור את הgame log ולהריץ אותו שהמשתמש יוכל לראות
ohad, שמע זה נראה לי מסובך
ohad, זה רשום אצלי
ohad, אז מי יטפל בזה
ohad, איזה חלק
ohad, הגיים או האינפו
ohad, עוד משהו
ohad, שחקן גם יורד ליגה עם הוא לא התחבר זמן מסויים
ohad, אם
ohad, מי יבדוק מתי הוא יתחבר?
ohad, נו ולמי הבן שרמוטה הזה עושה רגיסטר
ohad, אני צריך עוד חלק
ohad, בינתיים 3
ohad, League
ohad, חחחחח כן
ohad, תעשה סיקוונס
ohad, זה יראה יותר טוב
ohad, גם לי
ohad, כאילו הכל נעשה בתוך המערכת
ohad, הסתום לא עושה שום דבר
ohad, אולי שהוא מנסה להפעיל שכבר יש משחק שפועל
ohad, לא יעני
ohad, הוא רואה משחק אחד
ohad, והוא בוחר אחד אחר תוך כדי
ohad, מחר
ohad, אני אמות משעמום בלי מחשב
ohad, נו כל הדברים שאני צריך אצל ניב
ohad, מתי קורן נוסע?
ohad, הוא לא הולך איתך לשיעור של 10?
ohad, חחח התבלבל לי עם שמש הזאת
ohad, בוא תיזרק פה
ohad, נשחק באקסבוקס עד מחר
ohad, אפשר
ohad, כמול
ohad, כמוך
ohad, לקפה מהמכונה
ohad, ועוגיות תמרים
ohad, תגיד להורים שלך שיעלו
ohad, חחחחחחחחחחח
ohad, שיפנו שעה לקפה
ohad, מתי נוחתים?
ohad, דוד וולפסון
ohad, אין וויז בעולם?
ohad," סתם שמאלה במד""א"
ohad, ואז ישר עד הסוף
ohad, בסדר אני באוני
ohad, מה אני עושה עם הבקשת חברות שלך הזאת
ohad, קראתי
ohad, הוא אמר שהוא שלח באופן פרטי
ohad, היום הפעלה?
ohad, נתחיל
ohad, עד מתי
ohad, יפה
ohad, לאן הגעתם?
ohad, טוב תפנק בדוד
ohad, ותריץ כבר את xv6
ohad, נתחיל לעבוד ישר
ohad, יאללה גם ככה בסוף מעתיקין אלגו
ohad, מחר יום ארוך
ohad, אני חוזר רק ב6 הבייתה
ohad, רגע איזה 6 יגנוב
ohad, כן
ohad, כשתתייאש מאלגו אתה יודע איפה למצוא אותי
ohad, חדר 1
ohad, ליד המתג של יום כיפור
ohad, מזל שיש לך שני מסכים
ohad, <‎image omitted>
ohad, מפדל והביתה
ohad, תתחילו כבר יבני זונות
ohad, תרסס כשאתה יוצא
ohad, דוד שלך כבר באוניברסיטה
ohad, לא
ohad, איפה אתה?
ohad, זה לא ב2?
ohad, להעיר את קורן או מתתת
ohad, הוא
ohad, קמתם לפינגפונג
ohad, שמע לא הצלחתי לפתוח את העיניים
ohad, למה לא ענית לי שדיברתי איתל
ohad, ך
ohad, פתחת את המקרר
ohad, שאלתי אותך איך היה בפינגפונג
ohad, איזה תסביך
ohad, מה קורה פה
ohad, איך היה אצל המרצה החדש?
ohad, אהה הדפסת אבטחה?
ohad, אני הולך עכשיו להדפיס
ohad, קיצור ב3 מקלחת וxv6
ohad, כן?
ohad, קשה עם הפינגפונג הזה
ohad, איזה חוצפן
ohad, בטח הפכת לו שולחן
ohad, קורן לא היה איתך
ohad, אז נרשמת לשעתיים או לא?
ohad, כן
ohad, חם בחוץ?
ohad, תשבע
ohad, <‎image omitted>
ohad, מהמגזימים
ohad, כוסאמא של הערך צבור
ohad, הזה
ohad, יש את המכשיר המזדיין הקטן הזה שאני לא מבין איך אפשר לשים עליו את הכרטיס וגם ללחוץ
ohad, בסוף נלחץ לי לנתניה בן זונה
ohad, 40 שקל כיוון
ohad, נאור
ohad, בסוף בפסאודו דחפנו פעם אחת או פעמיים?
ohad, לפני הint
ohad, מה עם המצגת תותח
ohad, נתת ליאיר שיכניס אותה לעשרת המצגות הטובות של wix
ohad, ?
ohad, מה הקשר xp
ohad, תדבר רבע שעה גם על הזין שלך
ohad, הם לא מקשיבים בכלל
ohad, וואוו
ohad, אחי נראה טוב
ohad, אנשים באו עם דפים בלי מצגת
ohad, אתה מעלה את הרף
ohad, שתצא שבת
ohad, רק דתיים חברים שלי פה
ohad, כן
ohad, איזה משחק
ohad, אהה
ohad, מפחד מהפקקים
ohad, סע לבאר שבע
ohad, שלא תחטוף עצבים
ohad, סע
ohad, הגעת כבר?
ohad, שמע
ohad, דרך אגב יום רביעי לומדים
ohad, אבל יהיה כיף השבוע
ohad, התחיל גשם של הלייף
ohad, אתם כבר שם?
ohad, <‎image omitted>
ohad, תהיה גברי
ohad, תקנה כרטיס ליום הסטודנט
ohad, אני אחזיר ךך
ohad, לך
ohad, אין תור היום
ohad, זה ליד בית הסטודנט
ohad, רק לערב?
ohad, או גם לבריכה?
ohad, 50 לערב
ohad, אז 60
ohad, הוא לא צריך
ohad, ביררתי
ohad, מתי אתה מסיים?
ohad, יש לך ב4 תרגול אלגו
ohad, אם אתה לא רוצה לפספס
ohad, א. בן ברוך
ohad, <‎image omitted>
ohad, בודק
ohad, עד 16
ohad, שמע אל תקנה כרטיסים למסיבת בריכה השנייה
ohad, זה מוזיקת טרנסים
ohad, הראשונה זה מיינסטרים
ohad, כן
ohad, אבל לא יהיה בחיים
ohad, יותר טוב
ohad, עוד יום לנוח
ohad, כוסאמא שלך
ohad, תחכה אני
ohad, בא
ohad, מה הסיסמא שלך בלינוקס?
ohad, שמע שמריצים פעמיים הבני זונה הזה נופל
ohad, zombie exit
ohad, <‎image omitted>
ohad, פתאום זה בהרצה ה17 בכלל
ohad, זה בsched השני
ohad, לא היוניפורם
ohad, כן
ohad, זה איזה מקרה קצה בן זונה
ohad, שהוא לא משיג פרוסס
ohad, זה קרה גם למורן
ohad, 3 הערות שונות סעמק
ohad, zombie exit
ohad, acquire
ohad, והבן זונה שצילמתי
ohad, <‎image omitted>
ohad, גם בקוד כזה
ohad, אותו חרא
ohad, <‎image omitted>
ohad, אני הולך עכשיו לתרגול
ohad, אני אחזור ב5
ohad, 6
ohad, תיקנתי
ohad, שהבן זונה מנסה להריץ פרוסס שהוא לא runnable
ohad, ביוניפורם הוא מצליח להימנע מזה
ohad, אבל במיוחד הוספתי if שבודק
ohad, חשבתי בהתחלה כי אולי בגלל שיש 2 cpu אז אחד משנה לו באמצע
ohad, אבל עם cpu 1 זה לא עובד בכלל
ohad, נסעת כבר?
ohad, לא יודע עובד בינתיים
ohad, כל הבעיות בחיים נפתרו
ohad, <‎image omitted>
ohad, fib39 
ohad, אהבת את הstime של המיין פרוסס?
ohad, שלחתי לך במייל
ohad, תראה שיש exit בסוף הtest
ohad, יכול להיות שהתהליך שנכנס אליו לא עוזר אז הוא על wait
ohad, עוצר
ohad, או אחרי הטסט במיין
ohad, איפה?
ohad, יש exit אחרי ההפעלה של test?
ohad, בתוך הfor הקטן בהתחלה
ohad, איזה גנוב
ohad, שינית את sanity?
ohad, סבבה אני אבדוק אצלי
ohad, <‎audio omitted>
ohad, שמע לנה מהבנק שבר לי את התחת
ohad, אני שומע אותו באוטו בבית בריצות
ohad, <‎image omitted>
ohad, הבית של חיים רביבו
ohad, שכן שלי
ohad, כמו בן בית
ohad, רצתי
ohad, וחזרתי משם
ohad, וואלה לא יודע
ohad, סיימתם אבטחה?
ohad, ההסעה נחכה ליום שישי
ohad, אני מקווה שהוא יפתח עוד אוטובוס
ohad, והעבודה הזאת תקועה
ohad, עדיין לא הורדתי את התוסף של גיט
ohad, כן
ohad, אתה יודע שיעני עוד יומיים נגמר החופש
ohad, ראשון שני זה עוד חג
ohad, וזהו ישר לבלאגן
ohad, אז אין זמן לכל החרא שנפל עלינו
ohad, בטח הרגיסטר וכל הזבל הזה
ohad, החלק הלא כיפי
ohad, הם כבר לקחו את הגיים והלוגר
ohad, שנייה אני אסתכל על המשימות
ohad, אין אי אפשר מהטלפון
ohad, אבל הם כבר מרביצים issues ובלאגנים
ohad, אבל ניב בוודאות בלוגר ועומר התחיל את הגייםפליי
ohad, אלו הפרטים שלי
ohad, אתה יכול להוסיף הערה להעברה
ohad, אתה תראה באפליקציה
ohad, סבבה
ohad, אני מחכה שקורן יקום הזבל הזה
ohad, אתמול התקשרתי אליו ב2 הוא עוד היה מת
ohad, הולך לביג
ohad, האשראי של אמא אצלי מיום ראשון
ohad, כבר שלושה ימים אני חי על ריבר
ohad, קניתי חולצה לחג יום ראשון ולא החזרתי לה עדיין
ohad, אז אני מתפנק
ohad, חסר לי עכשיו רק בגד ים ועוד מכופתרת לבת מצווה
ohad, ואני מסודר
ohad, תודה
ohad, <‎image omitted>
ohad, <‎image omitted>
ohad, ווואווו
ohad, זהו
ohad, יש עניין
ohad, אבטחה חלק מעשי שאלה 2
ohad, עשיתם?
ohad, סת
ohad, ם
ohad, אני גמור
ohad, ימפגר
ohad, היום עשיתי את את חלק 1
ohad, מחר איציק
ohad, איזה סרט
ohad, <‎image omitted>
ohad, פתחנו את השולחן בלאגנען
ohad, ים
ohad, לא אין בלאגן
ohad, שאל את קורן
ohad, סידרנו הכל
ohad, אין אפילו פח בזבל
ohad, מחר יהיה בלאגן ביום הולדת של יאצק
ohad, איפה אתה
ohad, זהו
ohad, ?
ohad, ריבר והבייתה?
ohad, אז מה?
ohad, יפה
ohad, הבנת את החיים
ohad, יזין ישנת היום צהריים
ohad, אני ער מ10
ohad, ולא עשיתי כלום היום
ohad, באלוהים
ohad, מה שומעים
ohad, לנה מהבנקץ
ohad, ?
ohad, חחחחחחח
ohad, איפה אתה?
ohad, יפה
ohad, נוווו
ohad, חחחח נכון
ohad, מה אתה גנוב אני עדיין תקוע על אבטחה
ohad, כן אני יודע אני כל הזמן נמשך לזה
ohad, צריך לבחור משימות מקווה שהם רשמו אותם
ohad, בסדר נתקתק את זה
ohad, היום אני לא יוצא
ohad, זהו חלאס
ohad, נגמר התזרים
ohad, חחחחחח הלכתי לישון ב6 קמתי ב12
ohad, לא
ohad, גם קמתי כמו חדש
ohad, שמעעע
ohad, איזה באסה זה על האש בלי פיתות
ohad, חג שמח
ohad, איפה אתה
ohad, עוד דקה במדבר
ohad, באלוהים חשבתי שתבוא לשיעור
ohad, איזה אהבל יצאתי
ohad, אין מחר סדנא
ohad, חדר ליד
ohad, אבל למה שתלך אלי
ohad, ו
ohad, חחחח שנייה אני אגיד לך בדיוק
ohad, 137 90
ohad, נאור 90 238
ohad, התרגול בעיצוב
ohad, לא
ohad, טעיתי
ohad, הפעלה ב18
ohad, 90 145
ohad, איזה שריטותתת
ohad, ירדתי במעלית עם המתרגל בתקשורת
ohad, התחיל לספר לי על החברים שלו
ohad, הוא אומר לי אתה בן 24 אתה עוד צעיר תן בראש
ohad, אנחנו בני 30 ועכשיו כולם גופות בחדרים
ohad, באוטובוס
ohad, איפה אתם?
ohad, תכוון אותי מהכניסה יזין
ohad, יפה
ohad, יציאה שלישית בבר המרכזי
ohad, כמו וויז יעני
ohad, עזוב
ohad, תכוון מהכניסה
ohad, בוח
ohad, בול?
ohad, ווואוווו
ohad, אני ישר
ohad, איפה אתן?
ohad, לאן
ohad, שריטות
ohad, איפה אתםץ
ohad, ?
ohad, שמע אתה בן זונה
ohad, גדול
ohad, אבל
ohad, מה זה גדול
ohad, בוא תאסוף אותי ימיץ
ohad, הראשונה או השנייה
ohad, מול העמדה של גולדסטאר
ohad, בוא תאסוף את אחיך
ohad, כן
ohad, אני בא
ohad, איפה אתה קקה
ohad, שמע אתה זבל
ohad, זבלללל
ohad, הלכתי לראות מה הולך בכיפה
ohad, וואלה צחוקים
ohad, חכה לי בכיפה
ohad, אני בכניסה לכיפה
ohad, בסיגריוצ
ohad, ת
ohad, בוא סיבוב
ohad, מה זה פנימה
ohad, !!!
ohad, מצאתי
ohad, <‎image omitted>
ohad, <‎image omitted>
ohad, שלח לאבא שלך
ohad, הוא יהיה מבסוט
ohad, תגיד לו צובר כוחות ללימודים
ohad, <‎image omitted>
ohad, וואוו
ohad, יצאתי עכשיו מהאוני
ohad, מתי קניות?
ohad, סמרטוט
ohad, אין תרגול של איליי
ohad, תחזור לישון
ohad, <‎video omitted>
ohad, מייזלס סיים סמפור ויתחיל מוניטור בשבוע הבא
ohad, בניין 37
ohad, 95
ohad, 96
ohad, גם
ohad, כן
ohad, נו תשבע באמא שלך
ohad, דחפת כבר לתא
ohad, בחזור
ohad, תקנה לי עפרון 0.7 באקדמון
ohad, אני יודע שתשכח
ohad, אז אני אזכיר לך גם עוד 5 דקות
ohad, חסכתי לך אתמול 250 שקל
ohad, יזין
ohad, לא
ohad, ??
ohad, מת
ohad, מה
ohad, הוא בא להסתלבט
ohad, מכובד
ohad, יש עיגולים בבית שחי
ohad, ?
ohad, איזה מוזר חזרה לי הנורת לד
ohad, מתי אתם מגיעים?
ohad, תעדכן אותי מה מצב הקבבונים
ohad, והפיצות
ohad, איפה אתם יושבים?
ohad, אתה יכול לקמפל
ohad, ?
ohad, יעני מתקמפל לך
ohad, סבהנ
ohad, בטעות מחקתי את הגיימס
ohad, לא הבנתי מה קרה
ohad, <‎image omitted>
ohad, מה זה הזין הזה???
ohad, למה לא עשית implement לgamecenterapi?
ohad, זה מה שקורה שאני מבקש ממנו שיביא לי את הפונקציות מהממשק
ohad, מה בסוף קבענו
ohad, לפי מה נקבע דירוג
ohad, כסף או xp?
ohad, לא יודע צובר נקודות לפי סיבוב?
ohad, יעני הוא לא יכול לרדת בדירוג
ohad, אז כסף בקיצור
ohad, תן לנו בפוש
ohad, לא
ohad, של הענף שלך
ohad, שאני אוכל לעשות מרג'
ohad, איזה גנובב
ohad, שתעשה רק פוש למעודכן
ohad, לא מרג' למאסטר
ohad, <‎image omitted>
ohad, מה זה החץ הזה
ohad, אוקיי הבנתי מה קרה פה
ohad, סתם בן זונה הגיטהאב הזה
ohad, מקפיץ את הלב
ohad, עשיתי מרג' הרגע
ohad, תעשה קגע
ohad, תעשה
ohad, תחפש גייםסטנר טסט
ohad, מה הוספת עכשיו?
ohad, בדיאגרמה יעני?
ohad, אהה סבבה
ohad, בוורד
ohad, ?
ohad, נראה לי אפשר לעשות פולריקווסט
ohad, אתה מאשר גם
ohad, ?
ohad, או שנחכה שניב יעשה
ohad, גם כן הזין הזה
ohad, נראה לי הוא שונא את קורן חחחחח
ohad, משגע אותו עם הAc
ohad, תשחק עם הפתקים המחורבנים האלה
ohad, תעיף אותם לפח
ohad, יש שם איזה מיליון
ohad, מה זה הhandle exception
ohad, הוא שם בזה את כולם
ohad, מה אני אמור לעשות שם חחחחח
ohad, למה פתחתי את הפה על ליאור שמילה למההה
ohad, כל היום הנהג טרקטור מזיין לי את השגל
ohad, השכל
ohad, כל היוםםם
ohad, עכשיו אתה לא יכול להביא ביד בסלון
ohad, נגמר הבית זונות
ohad, נו ישאר סימן של הזיעת תחת עד מחר
ohad, ככה שלולית
ohad, יצאת?
ohad, יפה
ohad, מי זאת היא נראית בגיל של אמא שלי יגנוובובוב
ohad, אין על הגג בקיצור
ohad, לא
ohad, כן
ohad, קמתי עכשיו כמו איזה מת
ohad, צריך קצת להתשגע בחיים
ohad, חשבת על לבוא במוצאש?
ohad, לסיים הפעלה
ohad, אנחנו לא לומדים איך כל היום
ohad, לומדים
ohad, חחחחחחחחחחחחחחח
ohad, שיום ראשון לא נספיק
ohad, אבל יש לך גם את המשמוש הזה
ohad, בסדר איך שאתה רוצה
ohad, אני לא רוצה שניכנס ללחץ של עבודה בחמישי-שישי
ohad, תעדכן
ohad, שאספיק להעיף את הזונות לפני שאתה בא
ohad, נו שתשב מול המחשב דבר איתי
ohad, הולכים לטרנר מה זא
ohad, תחליט יבן זונה
ohad, מחר אין אלגו אז אפשר לשבת עד מאוחר
ohad, יאללה זרוק את הקבוצות הפח האלה ותפוס את הרכבת
ohad, אהה יפה
ohad, אז תשמע ברדיו
ohad, מה באייפון חחחחח
ohad, שמע ברדיו באורגינך
ohad, ל
ohad, מוצא לך תחנה עכשיו
ohad, ימזדיין יש גם את הסטטיסטיקות שהוא דחף לנו
ohad, של הגיים לוגר הזין הזה
ohad, והנוטיפיי לגיים מנג'ר
ohad, ועוד פינישים
ohad, ועוד הפעלה
ohad, יאללה צא צא לפני השריקה
ohad, ברדיו אחי הכל טוב
ohad, תגיע בול למחצית שנייה
ohad, 102 FM
ohad, אל תודה לי
ohad, גברי ביותר
ohad, שים 97 fn
ohad, זה רדיו דרום
ohad, 97
ohad, שמתי
ohad, איזה גול משובח
ohad, הראשון
ohad, תרגע לא היה עוד אחד
ohad, http
ohad, נרקיס נותן בראש
ohad, <‎image omitted>
ohad, שגעת טרפת
ohad, כל הלהיטים
ohad, איפה אתה?
ohad, יא ילד רחוב עדיין לא חזרת הביתה
ohad, סתם המוסד הוציאו אתגר
ohad, וואלה תתחילו לקחת כסף
ohad, באמא שלי
ohad, עכשיו ראיתי בטלפון
ohad, בסלון חחחח
ohad, תבוא מחר לפארק הלאומי ברמת גן
ohad, תעשה בית ספר בכדורגל לבני דודים
ohad, אנחנו באים ב
ohad, הכרתי חברים בתור לשירותים
ohad, שתיתי על חשבונם
ohad, בגג?
ohad, חחחחח יבן זונה
ohad, אני בויקי כריסטינה 150 שקל מנה
ohad, תדאג לי
ohad, נראה לך יסתום
ohad, דחוף מונית
ohad, לעד העצם
ohad, או שיש משהו אחר
ohad, לא
ohad, חלאס
ohad, בלי המבורגר
ohad, דלאל
ohad, 120 שקל מגד
ohad, ש1
ohad, אתגר בן זונה אהה
ohad, הגעתי לצ'אט
ohad, עכשיו אני מפשפש פה
ohad, חיפשתי לפי הדומיין כמו איזה בן זונה
ohad, אכלתי כאפות על הכתובת הזאת
ohad, וראיתי שהבחורה שרשמה את זה רשמה עוד 2 אתרים
ohad, המספרים במודעה
ohad, זה domain
ohad, אהה
ohad, כן על זה הייתי חייב טיפ
ohad, הבנתי מה צריך לעשות ולמדתי איך עושים את זה לבד
ohad, צריך ידע טיפה יותר רציני בווב
ohad, האתר שומר את המשתמש בקוקיז עם base64
ohad, אז אתה צריך למחוק את הישן
ohad, ולכתוב חדש על כל אחד מה36
ohad, שלפניך
ohad, ולעשות להם דהרגיסטר
ohad, ואז תוכל לעשות לוגין
ohad, זה 5 דקות ידנתי
ohad, ידנית
ohad, אתמול כתבתי סקריפט שעה
ohad, שמוחק וכותב
ohad, ורץ על הרשימה
ohad, אבל הבן זונה היה מוחק גם את הקוקיז הקודם
ohad, *החדש
ohad, בjavascript
ohad, כמו המקצוענים
ohad, ctrl+shift+j
ohad, נותן בראש בקונסול
ohad, האתר שמר את שלך
ohad, אז אתה מוחק אותו
ohad, ושם של הבא בתור ברשימה
ohad, ואתה לוחץ דה רגיסטר
ohad, וזה פשוט עושה ריפרש לרשימה
ohad, כשאתה מגיע ל0 הוא יתן לך לעשות לוגין
ohad, איפה אתה חחחח
ohad, איזה שיעור
ohad, לא ביטלו את החרטה הזאת
ohad, איזה באסה
ohad, טוב אני בבית
ohad, תגיד להם שאני מאחר
ohad, כי לא יצאתי
ohad, בית האורגינלי
ohad, המקורי
ohad, ב10 50
ohad, אתם תגיעו לפניי
ohad, עדיין לא בדירה
ohad, דברו עם אלכס
ohad, ליד bgpc
ohad, בחומוס של טחינה בקיצור
ohad, איפה אתם?
ohad, יפה
ohad, יש פה תוק
ohad, ר
ohad, 6
ohad, אמת
ohad, נראה לי שכחתי לסגור את הפיתות
ohad, מקווה של התייבשו
ohad, מה למדתם היום בהרצאה?
ohad, הוא עושה firefall בתרגול
ohad, לא
ohad, עכשיו
ohad, אהה אז אנחנו באותו קו
ohad, איך קוראים את המילון הזה מתוך jar
ohad, ?
ohad, באבטחה
ohad, !!
